Time,Current to/from Batteries (mA),Current to Satellite (mA),Current from Solar Panel (mA),Battery Voltage (TB),Satellite Voltage,Solar Panel Voltage,Power to/from Batteries (mW),Power consumbed by Sattelite (mW),Power from Solar Panel (mW),Current Mission Mode,ACS Mode,ACS On/Off,Battery Voltage (Onboard),IMU On/Off,Optical Sensor On/Off,Solar Current (Onboard),RockBLOCK Sleeping/Awake,RockBLOCK Mode
1711464128441,72.79,33.87,107.63,4.12,4.28,4.51,299.2,142.6,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.55,sleeping,0
1711464131519,73.05,33.4,107.62,4.12,4.28,4.51,302.6,141.2,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.56,sleeping,0
1711464134581,73.04,32.47,107.59,4.12,4.28,4.51,299,141,485.6,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.53,sleeping,0
1711464137659,73.3,33.11,107.54,4.12,4.28,4.51,298.4,146.4,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.54,sleeping,0
1711464140737,72.89,33.33,107.4,4.12,4.28,4.51,299.6,144,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.53,sleeping,0
1711464143799,72.76,32.85,107.56,4.12,4.28,4.51,300.6,138.6,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.47,sleeping,0
1711464146877,73.68,33.27,107.57,4.12,4.28,4.51,301.4,141.8,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.49,sleeping,0
1711464149955,73.11,33.04,107.45,4.12,4.28,4.51,300.4,142.6,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.44,sleeping,0
1711464153018,72.62,34.25,107.55,4.12,4.28,4.51,300.4,144.8,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.52,sleeping,0
1711464156095,72.44,33.74,107.69,4.12,4.28,4.51,301,145.2,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.55,sleeping,0
1711464159158,72.91,33,107.47,4.12,4.28,4.51,302,141.2,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.55,sleeping,0
1711464162236,72.88,32.83,107.61,4.12,4.28,4.51,301.4,140.4,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.57,sleeping,0
1711464165314,72.08,33.62,107.62,4.12,4.28,4.52,301.2,143.4,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.62,sleeping,0
1711464168376,73,33.36,107.51,4.12,4.28,4.51,296.6,144.4,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.55,sleeping,0
1711464171454,73.11,33.21,107.47,4.12,4.28,4.51,301.4,139.6,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.5,sleeping,0
1711464174532,73.12,33.51,107.47,4.12,4.28,4.51,300.2,142.4,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.53,sleeping,0
1711464177594,72.32,33.24,107.44,4.12,4.28,4.51,299.2,142.2,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.53,sleeping,0
1711464180672,72.76,33.57,107.52,4.12,4.28,4.51,298.6,143,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.54,sleeping,0
1711464183734,72.98,32.68,107.51,4.12,4.28,4.51,299.8,140.2,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.55,sleeping,0
1711464186812,72.53,33.23,107.51,4.12,4.28,4.51,300.4,138.8,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.53,sleeping,0
1711464189890,72.92,33.78,107.49,4.12,4.28,4.51,301.4,140.8,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.52,sleeping,0
1711464192954,72.58,33.07,107.4,4.12,4.28,4.51,299,142.2,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.47,sleeping,0
1711464196032,72.56,33.77,107.44,4.12,4.28,4.51,298.8,142.8,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.45,sleeping,0
1711464199094,74,33.24,108.46,4.12,4.28,4.52,304.4,141.4,489.2,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.42,sleeping,0
1711464202172,74.05,33.4,108.98,4.12,4.28,4.52,307.8,144.6,492,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.42,sleeping,0
1711464205250,74.17,33.09,109.22,4.12,4.28,4.52,306.4,143,493.2,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.44,sleeping,0
1711464208312,74.28,33.45,108.91,4.12,4.28,4.52,305.2,141.4,492,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.51,sleeping,0
1711464211390,74.97,32.75,109.17,4.12,4.28,4.52,308.4,140.4,492.6,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.5,sleeping,0
1711464214468,75.1,32.62,109.27,4.12,4.28,4.52,308,143.4,493.2,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.53,sleeping,0
1711464217530,74.69,33.16,109.3,4.12,4.28,4.52,304.4,145.6,492.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.55,sleeping,0
1711464220608,73.89,33.72,109.07,4.12,4.28,4.52,304.4,143.8,492.2,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.55,sleeping,0
1711464223671,73.87,33.62,108.84,4.12,4.28,4.52,305.8,144.4,492,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.59,sleeping,0
1711464226749,74.18,33.28,108.74,4.12,4.28,4.52,304.6,143.2,492.2,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.67,sleeping,0
1711464229827,74.96,32.67,109.05,4.12,4.28,4.52,308.4,142,492,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.72,sleeping,0
1711464232889,73.45,33.67,108.83,4.12,4.28,4.52,303.2,146,492,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.74,sleeping,0
1711464235967,73.76,33.31,108.95,4.12,4.28,4.52,305.2,143.4,491.6,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.76,sleeping,0
1711464239029,74.38,32.86,109.1,4.12,4.28,4.52,309.2,141,492.2,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.75,sleeping,0
1711464242107,74.07,32.53,108.27,4.12,4.28,4.52,303,140.4,488.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.72,sleeping,0
1711464245185,74.44,33.31,108.76,4.12,4.28,4.52,305.6,142.4,492,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.78,sleeping,0
1711464248247,72.64,33.91,107.4,4.12,4.28,4.51,296.6,143.4,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.81,sleeping,0
1711464251325,72.87,32.57,107.43,4.12,4.28,4.51,301.8,140.4,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.82,sleeping,0
1711464254403,73.24,33.62,107.43,4.12,4.28,4.51,300.4,142.2,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.79,sleeping,0
1711464257466,73.36,32.83,107.44,4.12,4.28,4.51,299.4,141.2,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.75,sleeping,0
1711464260544,72.77,32.83,107.42,4.12,4.28,4.51,299.4,141.2,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.69,sleeping,0
1711464263606,72.4,33.4,107.46,4.12,4.28,4.51,298.8,141.4,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.64,sleeping,0
1711464266684,72.91,32.88,107.37,4.12,4.28,4.51,302,141,483.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.69,sleeping,0
1711464269762,73.51,32.84,107.4,4.12,4.28,4.51,302,142.6,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.67,sleeping,0
1711464272824,72.84,33.4,107.48,4.12,4.28,4.51,299.2,144.6,483.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.68,sleeping,0
1711464275902,72.23,33.5,107.46,4.12,4.28,4.51,300,142.4,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.65,sleeping,0
1711464278980,73.38,33.05,107.34,4.12,4.28,4.51,300.4,140,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.64,sleeping,0
